iso_code,date,daily_vaccinations_per_million
AFG,2021-02-22,
AFG,2021-02-23,34.0
AFG,2021-02-24,34.0
AFG,2021-02-25,34.0
AFG,2021-02-26,34.0
AFG,2021-02-27,34.0
AFG,2021-02-28,34.0
AFG,2021-03-01,40.0
AFG,2021-03-02,45.0
AFG,2021-03-03,50.0
AFG,2021-03-04,56.0
AFG,2021-03-05,61.0
AFG,2021-03-06,66.0
AFG,2021-03-07,72.0
AFG,2021-03-08,72.0
AFG,2021-03-09,72.0
AFG,2021-03-10,72.0
AFG,2021-03-11,72.0
AFG,2021-03-12,72.0
AFG,2021-03-13,72.0
AFG,2021-03-14,72.0
AFG,2021-03-15,72.0
AFG,2021-03-16,72.0
AFG,2021-03-17,72.0
AFG,2021-03-18,73.0
AFG,2021-03-19,73.0
AFG,2021-03-20,74.0
AFG,2021-03-21,74.0
AFG,2021-03-22,75.0
AFG,2021-03-23,75.0
AFG,2021-03-24,75.0
AFG,2021-03-25,75.0
AFG,2021-03-26,75.0
AFG,2021-03-27,75.0
AFG,2021-03-28,75.0
AFG,2021-03-29,75.0
AFG,2021-03-30,75.0
AFG,2021-03-31,75.0
AFG,2021-04-01,75.0
AFG,2021-04-02,75.0
AFG,2021-04-03,75.0
AFG,2021-04-04,75.0
AFG,2021-04-05,75.0
AFG,2021-04-06,75.0
AFG,2021-04-07,75.0
AFG,2021-04-08,93.0
AFG,2021-04-09,111.0
AFG,2021-04-10,129.0
AFG,2021-04-11,147.0
AFG,2021-04-12,165.0
AFG,2021-04-13,183.0
AFG,2021-04-14,201.0
AFG,2021-04-15,201.0
AFG,2021-04-16,201.0
AFG,2021-04-17,201.0
AFG,2021-04-18,201.0
AFG,2021-04-19,201.0
AFG,2021-04-20,201.0
AFG,2021-04-21,201.0
AFG,2021-04-22,201.0
AFG,2021-04-23,222.0
AFG,2021-04-24,243.0
AFG,2021-04-25,265.0
AFG,2021-04-26,286.0
AFG,2021-04-27,307.0
AFG,2021-04-28,328.0
AFG,2021-04-29,349.0
AFG,2021-04-30,349.0
AFG,2021-05-01,349.0
AFG,2021-05-02,349.0
AFG,2021-05-03,349.0
AFG,2021-05-04,349.0
AFG,2021-05-05,349.0
AFG,2021-05-06,349.0
AFG,2021-05-07,349.0
AFG,2021-05-08,349.0
AFG,2021-05-09,349.0
AFG,2021-05-10,349.0
AFG,2021-05-11,349.0
AFG,2021-05-12,317.0
AFG,2021-05-13,284.0
AFG,2021-05-14,252.0
AFG,2021-05-15,219.0
AFG,2021-05-16,186.0
AFG,2021-05-17,154.0
AFG,2021-05-18,121.0
AFG,2021-05-19,121.0
AFG,2021-05-20,121.0
AFG,2021-05-21,127.0
AFG,2021-05-22,132.0
AFG,2021-05-23,137.0
AFG,2021-05-24,143.0
AFG,2021-05-25,156.0
AFG,2021-05-26,170.0
AFG,2021-05-27,163.0
AFG,2021-05-28,148.0
AFG,2021-05-29,134.0
AFG,2021-05-30,119.0
AFG,2021-05-31,128.0
AFG,2021-06-01,128.0
AFG,2021-06-02,129.0
AFG,2021-06-03,133.0
AFG,2021-06-04,132.0
AFG,2021-06-05,132.0
AFG,2021-06-06,132.0
AFG,2021-06-07,108.0
AFG,2021-06-08,85.0
AFG,2021-06-09,66.0
AFG,2021-06-10,64.0
AFG,2021-06-11,69.0
AFG,2021-06-12,73.0
AFG,2021-06-13,78.0
AFG,2021-06-14,82.0
AFG,2021-06-15,121.0
AFG,2021-06-16,155.0
AFG,2021-06-17,189.0
AFG,2021-06-18,223.0
AFG,2021-06-19,258.0
AFG,2021-06-20,292.0
AFG,2021-06-21,326.0
AFG,2021-06-22,326.0
AFG,2021-06-23,329.0
AFG,2021-06-24,333.0
AFG,2021-06-25,336.0
AFG,2021-06-26,340.0
AFG,2021-06-27,343.0
AFG,2021-06-28,358.0
AFG,2021-06-29,373.0
AFG,2021-06-30,384.0
AFG,2021-07-01,354.0
AFG,2021-07-02,325.0
AFG,2021-07-03,296.0
AFG,2021-07-04,266.0
AFG,2021-07-05,226.0
AFG,2021-07-06,198.0
AFG,2021-07-07,171.0
AFG,2021-07-08,175.0
AFG,2021-07-09,179.0
AFG,2021-07-10,183.0
AFG,2021-07-11,187.0
AFG,2021-07-12,241.0
AFG,2021-07-13,281.0
AFG,2021-07-14,322.0
AFG,2021-07-15,360.0
AFG,2021-07-16,398.0
AFG,2021-07-17,436.0
AFG,2021-07-18,474.0
AFG,2021-07-19,446.0
AFG,2021-07-20,417.0
AFG,2021-07-21,389.0
AFG,2021-07-22,372.0
AFG,2021-07-23,355.0
AFG,2021-07-24,338.0
AFG,2021-07-25,279.0
AFG,2021-07-26,238.0
AFG,2021-07-27,196.0
AFG,2021-07-28,154.0
AFG,2021-07-29,112.0
AFG,2021-07-30,70.0
AFG,2021-07-31,28.0
AFG,2021-08-01,28.0
AFG,2021-08-02,28.0
AFG,2021-08-03,28.0
AFG,2021-08-04,28.0
AFG,2021-08-05,28.0
AFG,2021-08-06,28.0
AFG,2021-08-07,28.0
AFG,2021-08-08,28.0
AFG,2021-08-09,28.0
AFG,2021-08-10,28.0
AFG,2021-08-11,28.0
AFG,2021-08-12,28.0
AFG,2021-08-13,28.0
AFG,2021-08-14,28.0
AFG,2021-08-15,28.0
AFG,2021-08-16,28.0
AFG,2021-08-17,28.0
AFG,2021-08-18,28.0
AFG,2021-08-19,28.0
AFG,2021-08-20,28.0
AFG,2021-08-21,278.0
AFG,2021-08-22,528.0
AFG,2021-08-23,777.0
AFG,2021-08-24,1027.0
AFG,2021-08-25,1277.0
AFG,2021-08-26,1527.0
AFG,2021-08-27,1776.0
AFG,2021-08-28,1776.0
AFG,2021-08-29,1776.0
AFG,2021-08-30,1776.0
AFG,2021-08-31,1776.0
AFG,2021-09-01,1569.0
AFG,2021-09-02,1362.0
AFG,2021-09-03,1155.0
AFG,2021-09-04,948.0
AFG,2021-09-05,741.0
AFG,2021-09-06,533.0
AFG,2021-09-07,326.0
AFG,2021-09-08,326.0
AFG,2021-09-09,326.0
AFG,2021-09-10,326.0
AFG,2021-09-11,326.0
AFG,2021-09-12,326.0
AFG,2021-09-13,326.0
AFG,2021-09-14,326.0
AFG,2021-09-15,326.0
AFG,2021-09-16,326.0
AFG,2021-09-17,326.0
AFG,2021-09-18,326.0
AFG,2021-09-19,326.0
AFG,2021-09-20,326.0
AFG,2021-09-21,326.0
AFG,2021-09-22,326.0
AFG,2021-09-23,326.0
AFG,2021-09-24,326.0
AFG,2021-09-25,326.0
AFG,2021-09-26,326.0
AFG,2021-09-27,326.0
AFG,2021-09-28,326.0
AFG,2021-09-29,326.0
AFG,2021-09-30,326.0
AFG,2021-10-01,411.0
AFG,2021-10-02,496.0
AFG,2021-10-03,581.0
AFG,2021-10-04,665.0
AFG,2021-10-05,750.0
AFG,2021-10-06,835.0
AFG,2021-10-07,920.0
AFG,2021-10-08,920.0
AFG,2021-10-09,920.0
AFG,2021-10-10,920.0
AFG,2021-10-11,920.0
AFG,2021-10-12,920.0
AFG,2021-10-13,920.0
AFG,2021-10-14,920.0
AFG,2021-10-15,920.0
AFG,2021-10-16,920.0
AFG,2021-10-17,920.0
AFG,2021-10-18,920.0
AFG,2021-10-19,920.0
AFG,2021-10-20,920.0
AFG,2021-10-21,920.0
AFG,2021-10-22,920.0
AFG,2021-10-23,920.0
AFG,2021-10-24,920.0
AFG,2021-10-25,920.0
AFG,2021-10-26,920.0
AFG,2021-10-27,920.0
AFG,2021-10-28,920.0
AFG,2021-10-29,920.0
AFG,2021-10-30,920.0
AFG,2021-10-31,920.0
AFG,2021-11-01,920.0
AFG,2021-11-02,920.0
AFG,2021-11-03,920.0
AFG,2021-11-04,920.0
AFG,2021-11-05,920.0
AFG,2021-11-06,920.0
AFG,2021-11-07,920.0
AFG,2021-11-08,920.0
AFG,2021-11-09,920.0
AFG,2021-11-10,920.0
AFG,2021-11-11,920.0
AFG,2021-11-12,920.0
AFG,2021-11-13,920.0
AFG,2021-11-14,920.0
AFG,2021-11-15,843.0
AFG,2021-11-16,766.0
AFG,2021-11-17,690.0
AFG,2021-11-18,613.0
AFG,2021-11-19,536.0
AFG,2021-11-20,460.0
AFG,2021-11-21,383.0
AFG,2021-11-22,383.0
AFG,2021-11-23,383.0
AFG,2021-11-24,383.0
AFG,2021-11-25,383.0
AFG,2021-11-26,383.0
AFG,2021-11-27,383.0
AFG,2021-11-28,383.0
AFG,2021-11-29,383.0
AFG,2021-11-30,383.0
AFG,2021-12-01,383.0
AFG,2021-12-02,383.0
AFG,2021-12-03,383.0
AFG,2021-12-04,383.0
AFG,2021-12-05,383.0
AFG,2021-12-06,383.0
AFG,2021-12-07,383.0
AFG,2021-12-08,383.0
AFG,2021-12-09,383.0
AFG,2021-12-10,383.0
AFG,2021-12-11,383.0
AFG,2021-12-12,383.0
AFG,2021-12-13,383.0
AFG,2021-12-14,383.0
AFG,2021-12-15,383.0
AFG,2021-12-16,383.0
AFG,2021-12-17,383.0
AFG,2021-12-18,383.0
AFG,2021-12-19,383.0
AFG,2021-12-20,383.0
AFG,2021-12-21,383.0
AFG,2021-12-22,383.0
AFG,2021-12-23,383.0
AFG,2021-12-24,383.0
AFG,2021-12-25,383.0
AFG,2021-12-26,383.0
AFG,2021-12-27,383.0
AFG,2021-12-28,392.0
AFG,2021-12-29,400.0
AFG,2021-12-30,408.0
AFG,2021-12-31,417.0
AFG,2022-01-01,425.0
AFG,2022-01-02,434.0
AFG,2022-01-03,442.0
AFG,2022-01-04,442.0
AFG,2022-01-05,442.0
AFG,2022-01-06,442.0
AFG,2022-01-07,442.0
AFG,2022-01-08,442.0
AFG,2022-01-09,442.0
AFG,2022-01-10,418.0
AFG,2022-01-11,394.0
AFG,2022-01-12,384.0
AFG,2022-01-13,374.0
AFG,2022-01-14,338.0
AFG,2022-01-15,302.0
AFG,2022-01-16,266.0
AFG,2022-01-17,254.0
AFG,2022-01-18,249.0
AFG,2022-01-19,230.0
AFG,2022-01-20,207.0
AFG,2022-01-21,210.0
AFG,2022-01-22,213.0
AFG,2022-01-23,216.0
AFG,2022-01-24,219.0
AFG,2022-01-25,235.0
AFG,2022-01-26,252.0
AFG,2022-01-27,246.0
AFG,2022-01-28,255.0
AFG,2022-01-29,265.0
AFG,2022-01-30,274.0
AFG,2022-01-31,284.0
AFG,2022-02-01,282.0
AFG,2022-02-02,280.0
AFG,2022-02-03,302.0
AFG,2022-02-04,309.0
AFG,2022-02-05,316.0
AFG,2022-02-06,323.0
AFG,2022-02-07,329.0
AFG,2022-02-08,334.0
AFG,2022-02-09,339.0
AFG,2022-02-10,346.0
AFG,2022-02-11,353.0
AFG,2022-02-12,360.0
AFG,2022-02-13,367.0
AFG,2022-02-14,374.0
AFG,2022-02-15,375.0
AFG,2022-02-16,376.0
AFG,2022-02-17,377.0
AFG,2022-02-18,378.0
AFG,2022-02-19,379.0
AFG,2022-02-20,380.0
AFG,2022-02-21,389.0
AFG,2022-02-22,398.0
AFG,2022-02-23,407.0
AFG,2022-02-24,415.0
AFG,2022-02-25,424.0
AFG,2022-02-26,432.0
AFG,2022-02-27,441.0
AFG,2022-02-28,410.0
AFG,2022-03-01,378.0
AFG,2022-03-02,347.0
AFG,2022-03-03,316.0
AFG,2022-03-04,284.0
AFG,2022-03-05,253.0
AFG,2022-03-06,222.0
AFG,2022-03-07,234.0
AFG,2022-03-08,246.0
AFG,2022-03-09,258.0
AFG,2022-03-10,270.0
AFG,2022-03-11,282.0
AFG,2022-03-12,294.0
AFG,2022-03-13,306.0
AFG,2022-03-14,306.0
AFG,2022-03-15,306.0
AFG,2022-03-16,306.0
AFG,2022-03-17,306.0
AFG,2022-03-18,276.0
AFG,2022-03-19,247.0
AFG,2022-03-20,218.0
AFG,2022-03-21,188.0
AFG,2022-03-22,159.0
ALB,2021-01-10,
ALB,2021-01-11,22.0
ALB,2021-01-12,22.0
ALB,2021-01-13,22.0
ALB,2021-01-14,23.0
ALB,2021-01-15,22.0
ALB,2021-01-16,22.0
ALB,2021-01-17,20.0
ALB,2021-01-18,19.0
ALB,2021-01-19,18.0
ALB,2021-01-20,16.0
ALB,2021-01-21,14.0
ALB,2021-01-22,12.0
ALB,2021-01-23,9.0
ALB,2021-01-24,7.0
ALB,2021-01-25,5.0
ALB,2021-01-26,3.0
ALB,2021-01-27,1.0
ALB,2021-01-28,0.0
ALB,2021-01-29,0.0
ALB,2021-01-30,0.0
ALB,2021-01-31,0.0
ALB,2021-02-01,0.0
ALB,2021-02-02,0.0
ALB,2021-02-03,4.0
ALB,2021-02-04,8.0
ALB,2021-02-05,12.0
ALB,2021-02-06,16.0
ALB,2021-02-07,21.0
ALB,2021-02-08,25.0
ALB,2021-02-09,29.0
ALB,2021-02-10,28.0
ALB,2021-02-11,27.0
ALB,2021-02-12,27.0
ALB,2021-02-13,26.0
ALB,2021-02-14,26.0
ALB,2021-02-15,25.0
ALB,2021-02-16,25.0
ALB,2021-02-17,25.0
ALB,2021-02-18,88.0
ALB,2021-02-19,141.0
ALB,2021-02-20,180.0
ALB,2021-02-21,218.0
ALB,2021-02-22,257.0
ALB,2021-02-23,310.0
ALB,2021-02-24,363.0
ALB,2021-02-25,352.0
ALB,2021-02-26,348.0
ALB,2021-02-27,357.0
ALB,2021-02-28,367.0
ALB,2021-03-01,376.0
ALB,2021-03-02,357.0
ALB,2021-03-03,338.0
ALB,2021-03-04,323.0
ALB,2021-03-05,312.0
ALB,2021-03-06,302.0
ALB,2021-03-07,292.0
ALB,2021-03-08,281.0
ALB,2021-03-09,285.0
ALB,2021-03-10,289.0
ALB,2021-03-11,298.0
ALB,2021-03-12,307.0
ALB,2021-03-13,363.0
ALB,2021-03-14,418.0
ALB,2021-03-15,474.0
ALB,2021-03-16,529.0
ALB,2021-03-17,584.0
ALB,2021-03-18,682.0
ALB,2021-03-19,780.0
ALB,2021-03-20,831.0
ALB,2021-03-21,882.0
ALB,2021-03-22,932.0
ALB,2021-03-23,1008.0
ALB,2021-03-24,1025.0
ALB,2021-03-25,1144.0
ALB,2021-03-26,1140.0
ALB,2021-03-27,1084.0
ALB,2021-03-28,1628.0
ALB,2021-03-29,2508.0
ALB,2021-03-30,3363.0
ALB,2021-03-31,4219.0
ALB,2021-04-01,4779.0
ALB,2021-04-02,5482.0
ALB,2021-04-03,6038.0
ALB,2021-04-04,5713.0
ALB,2021-04-05,5373.0
ALB,2021-04-06,5085.0
ALB,2021-04-07,4651.0
ALB,2021-04-08,4330.0
ALB,2021-04-09,3888.0
ALB,2021-04-10,3546.0
ALB,2021-04-11,3445.0
ALB,2021-04-12,3024.0
ALB,2021-04-13,2965.0
ALB,2021-04-14,3007.0
ALB,2021-04-15,3080.0
ALB,2021-04-16,3180.0
ALB,2021-04-17,3383.0
ALB,2021-04-18,3517.0
ALB,2021-04-19,3898.0
ALB,2021-04-20,3420.0
ALB,2021-04-21,3940.0
ALB,2021-04-22,3904.0
ALB,2021-04-23,3815.0
ALB,2021-04-24,3740.0
ALB,2021-04-25,3552.0
ALB,2021-04-26,3117.0
ALB,2021-04-27,3324.0
ALB,2021-04-28,3061.0
ALB,2021-04-29,3493.0
ALB,2021-04-30,4254.0
ALB,2021-05-01,4672.0
ALB,2021-05-02,5043.0
ALB,2021-05-03,5414.0
ALB,2021-05-04,5994.0
ALB,2021-05-05,6114.0
ALB,2021-05-06,5916.0
ALB,2021-05-07,5409.0
ALB,2021-05-08,5109.0
ALB,2021-05-09,4686.0
ALB,2021-05-10,4747.0
ALB,2021-05-11,4233.0
ALB,2021-05-12,3784.0
ALB,2021-05-13,3288.0
ALB,2021-05-14,3363.0
ALB,2021-05-15,3256.0
ALB,2021-05-16,3539.0
ALB,2021-05-17,3338.0
ALB,2021-05-18,3304.0
ALB,2021-05-19,3239.0
ALB,2021-05-20,3252.0
ALB,2021-05-21,2761.0
ALB,2021-05-22,2510.0
ALB,2021-05-23,2260.0
ALB,2021-05-24,2240.0
ALB,2021-05-25,2392.0
ALB,2021-05-26,2545.0
ALB,2021-05-27,2750.0
ALB,2021-05-28,2714.0
ALB,2021-05-29,2739.0
ALB,2021-05-30,2764.0
ALB,2021-05-31,2552.0
ALB,2021-06-01,2152.0
ALB,2021-06-02,1733.0
ALB,2021-06-03,1406.0
ALB,2021-06-04,1375.0
ALB,2021-06-05,1345.0
ALB,2021-06-06,1314.0
ALB,2021-06-07,1354.0
ALB,2021-06-08,1474.0
ALB,2021-06-09,1627.0
ALB,2021-06-10,1777.0
ALB,2021-06-11,1949.0
ALB,2021-06-12,1990.0
ALB,2021-06-13,1880.0
ALB,2021-06-14,1932.0
ALB,2021-06-15,1911.0
ALB,2021-06-16,1873.0
ALB,2021-06-17,1968.0
ALB,2021-06-18,1912.0
ALB,2021-06-19,1986.0
ALB,2021-06-20,2212.0
ALB,2021-06-21,2363.0
ALB,2021-06-22,2635.0
ALB,2021-06-23,2916.0
ALB,2021-06-24,2996.0
ALB,2021-06-25,2949.0
ALB,2021-06-26,2901.0
ALB,2021-06-27,2854.0
ALB,2021-06-28,2655.0
ALB,2021-06-29,2689.0
ALB,2021-06-30,2743.0
ALB,2021-07-01,2566.0
ALB,2021-07-02,2659.0
ALB,2021-07-03,2579.0
ALB,2021-07-04,2498.0
ALB,2021-07-05,2518.0
ALB,2021-07-06,2216.0
ALB,2021-07-07,1871.0
ALB,2021-07-08,1831.0
ALB,2021-07-09,1743.0
ALB,2021-07-10,1809.0
ALB,2021-07-11,1703.0
ALB,2021-07-12,1748.0
ALB,2021-07-13,1770.0
ALB,2021-07-14,1881.0
ALB,2021-07-15,2029.0
ALB,2021-07-16,2163.0
ALB,2021-07-17,2274.0
ALB,2021-07-18,2315.0
ALB,2021-07-19,2320.0
ALB,2021-07-20,2325.0
ALB,2021-07-21,2583.0
ALB,2021-07-22,2868.0
ALB,2021-07-23,2954.0
ALB,2021-07-24,3082.0
ALB,2021-07-25,3451.0
ALB,2021-07-26,3636.0
ALB,2021-07-27,3821.0
ALB,2021-07-28,3683.0
ALB,2021-07-29,3480.0
ALB,2021-07-30,3550.0
ALB,2021-07-31,3472.0
ALB,2021-08-01,3198.0
ALB,2021-08-02,3170.0
ALB,2021-08-03,3101.0
ALB,2021-08-04,2978.0
ALB,2021-08-05,2897.0
ALB,2021-08-06,2710.0
ALB,2021-08-07,2671.0
ALB,2021-08-08,2828.0
ALB,2021-08-09,2851.0
ALB,2021-08-10,2914.0
ALB,2021-08-11,3021.0
ALB,2021-08-12,3085.0
ALB,2021-08-13,3215.0
ALB,2021-08-14,3130.0
ALB,2021-08-15,3045.0
ALB,2021-08-16,3016.0
ALB,2021-08-17,2989.0
ALB,2021-08-18,2940.0
ALB,2021-08-19,2891.0
ALB,2021-08-20,2774.0
ALB,2021-08-21,2872.0
ALB,2021-08-22,2763.0
ALB,2021-08-23,2783.0
ALB,2021-08-24,2787.0
ALB,2021-08-25,2803.0
ALB,2021-08-26,2868.0
ALB,2021-08-27,3092.0
ALB,2021-08-28,3134.0
ALB,2021-08-29,3381.0
ALB,2021-08-30,3547.0
ALB,2021-08-31,3776.0
ALB,2021-09-01,3958.0
ALB,2021-09-02,4177.0
ALB,2021-09-03,4065.0
ALB,2021-09-04,4137.0
ALB,2021-09-05,4209.0
ALB,2021-09-06,4037.0
ALB,2021-09-07,4043.0
ALB,2021-09-08,4080.0
ALB,2021-09-09,3953.0
ALB,2021-09-10,3970.0
ALB,2021-09-11,3910.0
ALB,2021-09-12,3588.0
ALB,2021-09-13,3527.0
ALB,2021-09-14,3206.0
ALB,2021-09-15,2900.0
ALB,2021-09-16,2665.0
ALB,2021-09-17,2519.0
ALB,2021-09-18,2330.0
ALB,2021-09-19,2403.0
ALB,2021-09-20,2359.0
ALB,2021-09-21,2361.0
ALB,2021-09-22,2409.0
ALB,2021-09-23,2519.0
ALB,2021-09-24,2651.0
ALB,2021-09-25,2769.0
ALB,2021-09-26,2887.0
ALB,2021-09-27,2861.0
ALB,2021-09-28,2904.0
ALB,2021-09-29,2907.0
ALB,2021-09-30,2871.0
ALB,2021-10-01,2762.0
ALB,2021-10-02,2749.0
ALB,2021-10-03,2607.0
ALB,2021-10-04,2465.0
ALB,2021-10-05,2364.0
ALB,2021-10-06,2265.0
ALB,2021-10-07,2119.0
ALB,2021-10-08,2013.0
ALB,2021-10-09,1955.0
ALB,2021-10-10,1949.0
ALB,2021-10-11,1944.0
ALB,2021-10-12,1934.0
ALB,2021-10-13,1914.0
ALB,2021-10-14,1873.0
ALB,2021-10-15,1846.0
ALB,2021-10-16,1812.0
ALB,2021-10-17,1854.0
ALB,2021-10-18,1933.0
ALB,2021-10-19,1899.0
ALB,2021-10-20,1891.0
ALB,2021-10-21,1924.0
ALB,2021-10-22,1950.0
ALB,2021-10-23,1896.0
ALB,2021-10-24,1842.0
ALB,2021-10-25,1826.0
ALB,2021-10-26,1819.0
ALB,2021-10-27,1811.0
ALB,2021-10-28,1806.0
ALB,2021-10-29,1784.0
ALB,2021-10-30,1719.0
ALB,2021-10-31,1655.0
ALB,2021-11-01,1515.0
ALB,2021-11-02,1642.0
ALB,2021-11-03,1768.0
ALB,2021-11-04,1789.0
ALB,2021-11-05,1831.0
ALB,2021-11-06,1998.0
ALB,2021-11-07,1987.0
ALB,2021-11-08,2257.0
ALB,2021-11-09,2244.0
ALB,2021-11-10,2256.0
ALB,2021-11-11,2367.0
ALB,2021-11-12,2397.0
ALB,2021-11-13,2427.0
ALB,2021-11-14,2633.0
ALB,2021-11-15,2649.0
ALB,2021-11-16,2665.0
ALB,2021-11-17,2665.0
ALB,2021-11-18,2662.0
ALB,2021-11-19,2607.0
ALB,2021-11-20,2553.0
ALB,2021-11-21,2498.0
ALB,2021-11-22,2482.0
ALB,2021-11-23,2467.0
ALB,2021-11-24,2442.0
ALB,2021-11-25,2387.0
ALB,2021-11-26,2363.0
ALB,2021-11-27,2339.0
ALB,2021-11-28,2315.0
ALB,2021-11-29,2015.0
ALB,2021-11-30,1714.0
ALB,2021-12-01,1846.0
ALB,2021-12-02,1963.0
ALB,2021-12-03,2183.0
ALB,2021-12-04,2209.0
ALB,2021-12-05,2236.0
ALB,2021-12-06,2590.0
ALB,2021-12-07,2991.0
ALB,2021-12-08,2706.0
ALB,2021-12-09,2607.0
ALB,2021-12-10,2509.0
ALB,2021-12-11,2604.0
ALB,2021-12-12,2699.0
ALB,2021-12-13,2736.0
ALB,2021-12-14,2745.0
ALB,2021-12-15,2986.0
ALB,2021-12-16,3024.0
ALB,2021-12-17,3062.0
ALB,2021-12-18,3100.0
ALB,2021-12-19,3052.0
ALB,2021-12-20,2881.0
ALB,2021-12-21,2691.0
ALB,2021-12-22,2591.0
ALB,2021-12-23,2572.0
ALB,2021-12-24,2464.0
ALB,2021-12-25,2356.0
ALB,2021-12-26,2334.0
ALB,2021-12-27,2313.0
ALB,2021-12-28,2291.0
ALB,2021-12-29,2183.0
ALB,2021-12-30,2074.0
ALB,2021-12-31,2054.0
ALB,2022-01-01,2034.0
ALB,2022-01-02,2014.0
ALB,2022-01-03,1993.0
ALB,2022-01-04,1973.0
ALB,2022-01-05,2252.0
ALB,2022-01-06,2478.0
ALB,2022-01-07,2704.0
ALB,2022-01-08,2930.0
ALB,2022-01-09,2959.0
ALB,2022-01-10,2989.0
ALB,2022-01-11,3155.0
ALB,2022-01-12,2866.0
ALB,2022-01-13,2630.0
ALB,2022-01-14,2394.0
ALB,2022-01-15,2159.0
ALB,2022-01-16,2119.0
ALB,2022-01-17,2080.0
ALB,2022-01-18,1904.0
ALB,2022-01-19,1904.0
ALB,2022-01-20,1904.0
ALB,2022-01-21,1904.0
ALB,2022-01-22,1904.0
ALB,2022-01-23,1904.0
ALB,2022-01-24,1904.0
ALB,2022-01-25,1904.0
ALB,2022-01-26,1904.0
ALB,2022-01-27,1904.0
ALB,2022-01-28,1904.0
ALB,2022-01-29,1904.0
ALB,2022-01-30,1904.0
ALB,2022-01-31,3848.0
ALB,2022-02-01,5792.0
ALB,2022-02-02,5734.0
ALB,2022-02-03,5677.0
ALB,2022-02-04,5619.0
ALB,2022-02-05,5562.0
ALB,2022-02-06,5504.0
ALB,2022-02-07,3544.0
ALB,2022-02-08,1513.0
ALB,2022-02-09,1484.0
ALB,2022-02-10,1454.0
ALB,2022-02-11,1425.0
ALB,2022-02-12,1395.0
ALB,2022-02-13,1366.0
ALB,2022-02-14,1307.0
ALB,2022-02-15,1315.0
ALB,2022-02-16,1304.0
ALB,2022-02-17,1250.0
ALB,2022-02-18,1196.0
ALB,2022-02-19,1142.0
ALB,2022-02-20,1088.0
ALB,2022-02-21,1025.0
ALB,2022-02-22,966.0
ALB,2022-02-23,927.0
ALB,2022-02-24,930.0
ALB,2022-02-25,934.0
ALB,2022-02-26,937.0
ALB,2022-02-27,941.0
ALB,2022-02-28,954.0
ALB,2022-03-01,967.0
ALB,2022-03-02,954.0
ALB,2022-03-03,940.0
ALB,2022-03-04,926.0
ALB,2022-03-05,913.0
ALB,2022-03-06,899.0
ALB,2022-03-07,872.0
ALB,2022-03-08,838.0
ALB,2022-03-09,830.0
ALB,2022-03-10,823.0
ALB,2022-03-11,768.0
ALB,2022-03-12,714.0
ALB,2022-03-13,660.0
ALB,2022-03-14,605.0
ALB,2022-03-15,619.0
ALB,2022-03-16,596.0
ALB,2022-03-17,573.0
ALB,2022-03-18,597.0
ALB,2022-03-19,621.0
ALB,2022-03-20,645.0
ALB,2022-03-21,669.0
ALB,2022-03-22,634.0
ALB,2022-03-23,634.0
ALB,2022-03-24,634.0
DZA,2021-01-29,
DZA,2021-01-30,1.0
DZA,2021-01-31,42.0
DZA,2021-02-01,56.0
DZA,2021-02-02,63.0
DZA,2021-02-03,67.0
DZA,2021-02-04,70.0
DZA,2021-02-05,72.0
DZA,2021-02-06,84.0
DZA,2021-02-07,84.0
DZA,2021-02-08,84.0
DZA,2021-02-09,84.0
DZA,2021-02-10,84.0
DZA,2021-02-11,84.0
DZA,2021-02-12,84.0
DZA,2021-02-13,84.0
DZA,2021-02-14,84.0
DZA,2021-02-15,84.0
DZA,2021-02-16,84.0
DZA,2021-02-17,84.0
DZA,2021-02-18,84.0
DZA,2021-02-19,84.0
DZA,2021-02-20,144.0
DZA,2021-02-21,203.0
DZA,2021-02-22,263.0
DZA,2021-02-23,323.0
DZA,2021-02-24,382.0
DZA,2021-02-25,442.0
DZA,2021-02-26,501.0
DZA,2021-02-27,501.0
DZA,2021-02-28,501.0
DZA,2021-03-01,501.0
DZA,2021-03-02,501.0
DZA,2021-03-03,501.0
DZA,2021-03-04,501.0
DZA,2021-03-05,501.0
DZA,2021-03-06,501.0
DZA,2021-03-07,501.0
DZA,2021-03-08,501.0
DZA,2021-03-09,501.0
DZA,2021-03-10,501.0
DZA,2021-03-11,501.0
DZA,2021-03-12,501.0
DZA,2021-03-13,501.0
DZA,2021-03-14,501.0
DZA,2021-03-15,501.0
DZA,2021-03-16,501.0
DZA,2021-03-17,501.0
DZA,2021-03-18,501.0
DZA,2021-03-19,501.0
DZA,2021-03-20,501.0
DZA,2021-03-21,501.0
DZA,2021-03-22,501.0
DZA,2021-03-23,501.0
DZA,2021-03-24,501.0
DZA,2021-03-25,501.0
DZA,2021-03-26,501.0
DZA,2021-03-27,501.0
DZA,2021-03-28,501.0
DZA,2021-03-29,501.0
DZA,2021-03-30,501.0
DZA,2021-03-31,501.0
DZA,2021-04-01,501.0
DZA,2021-04-02,501.0
DZA,2021-04-03,501.0
DZA,2021-04-04,501.0
DZA,2021-04-05,501.0
DZA,2021-04-06,501.0
DZA,2021-04-07,501.0
DZA,2021-04-08,501.0
DZA,2021-04-09,501.0
DZA,2021-04-10,501.0
DZA,2021-04-11,501.0
DZA,2021-04-12,501.0
DZA,2021-04-13,501.0
DZA,2021-04-14,501.0
